a_age,a_gender,a_race,crime,weapon
57,M,White,Murder and Nonnegligent Manslaughter,Other
55,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
55,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
55,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,F,White,Murder and Nonnegligent Manslaughter,Personal Weapons
24,F,White,Murder and Nonnegligent Manslaughter,Personal Weapons
24,F,White,Murder and Nonnegligent Manslaughter,Personal Weapons
20,M,Black or African American,Negligent Manslaughter,Handgun
20,M,Black or African American,Negligent Manslaughter,Handgun
20,M,Black or African American,Negligent Manslaughter,Handgun
20,M,Black or African American,Negligent Manslaughter,Handgun
20,M,Black or African American,Negligent Manslaughter,Handgun
20,M,Black or African American,Negligent Manslaughter,Handgun
20,M,Black or African American,Negligent Manslaughter,Handgun
20,M,Black or African American,Negligent Manslaughter,Handgun
20,M,Black or African American,Negligent Manslaughter,Handgun
20,M,Black or African American,Negligent Manslaughter,Handgun
20,M,Black or African American,Negligent Manslaughter,Handgun
20,M,Black or African American,Negligent Manslaughter,Handgun
31,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
31,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
31,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
31,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
31,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
31,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
31,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
31,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
31,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
29,M,White,Murder and Nonnegligent Manslaughter,Other
29,M,White,Murder and Nonnegligent Manslaughter,Other
29,M,White,Murder and Nonnegligent Manslaughter,Other
29,M,White,Murder and Nonnegligent Manslaughter,Other
29,M,White,Murder and Nonnegligent Manslaughter,Other
29,M,White,Murder and Nonnegligent Manslaughter,Other
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
31,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
31,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
31,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,White,Murder and Nonnegligent Manslaughter,Other Firearm
17,M,White,Murder and Nonnegligent Manslaughter,Other Firearm
17,M,White,Murder and Nonnegligent Manslaughter,Other Firearm
17,M,White,Murder and Nonnegligent Manslaughter,Other Firearm
17,M,White,Murder and Nonnegligent Manslaughter,Other Firearm
17,M,White,Murder and Nonnegligent Manslaughter,Other Firearm
35,F,White,Murder and Nonnegligent Manslaughter,Handgun
35,F,White,Murder and Nonnegligent Manslaughter,Handgun
35,F,White,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
48,M,White,Murder and Nonnegligent Manslaughter,Firearm
48,M,White,Murder and Nonnegligent Manslaughter,Firearm
48,M,White,Murder and Nonnegligent Manslaughter,Firearm
48,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
48,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
48,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
28,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
28,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
28,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
37,M,White,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
37,M,White,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
37,M,White,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Blunt Object
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Blunt Object
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Blunt Object
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
26,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
26,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
